GeoFips,GeoName,2017,2018,2019
47063,"Hamblen, TN",2789258,2735781,2790489
47065,"Hamilton, TN",22394051,22572826,23006016
47067,"Hancock, TN",73983,74126,75082
47069,"Hardeman, TN",558261,554603,526207
47071,"Hardin, TN",825202,887401,841457
47073,"Hawkins, TN",1649167,1571146,1480785
47075,"Haywood, TN",713569,703235,615248
47077,"Henderson, TN",663705,664255,653126
47079,"Henry, TN",1138789,1093578,1127724
47081,"Hickman, TN",386060,414935,416198
47083,"Houston, TN",130291,129098,133739
47085,"Humphreys, TN",801677,681624,639762
47087,"Jackson, TN",186277,194363,192060
47089,"Jefferson, TN",1391615,1421777,1475668
47091,"Johnson, TN",362190,350280,363486
47093,"Knox, TN",23761578,24394219,24604994
47095,"Lake, TN",127063,106264,128881
47097,"Lauderdale, TN",613196,616230,642459
47099,"Lawrence, TN",926374,924753,945090
47101,"Lewis, TN",236974,238641,257030
47103,"Lincoln, TN",973894,978013,980756
47105,"Loudon, TN",1640711,1713908,1877917
47107,"McMinn, TN",1894068,1906926,1926348
47109,"McNairy, TN",589860,526243,504792
47111,"Macon, TN",505768,500215,479998
47113,"Madison, TN",5421544,5440172,5455918
47115,"Marion, TN",732322,736903,699709
47117,"Marshall, TN",1079532,1144289,1175943
47119,"Maury, TN",3845027,3636995,3845992
47121,"Meigs, TN",237486,233217,224905
47123,"Monroe, TN",1314769,1311564,1306968
47125,"Montgomery, TN",4690865,4821807,5089678
47127,"Moore, TN",406973,472976,471217
47129,"Morgan, TN",255934,260014,270012
47131,"Obion, TN",1073830,1003982,1075223
47133,"Overton, TN",463360,500302,515166
47135,"Perry, TN",171076,170882,175291
47137,"Pickett, TN",146146,147886,133299
47139,"Polk, TN",285319,294360,259716
47141,"Putnam, TN",2985408,3079719,3131686
47143,"Rhea, TN",1709297,1826112,1672769
47145,"Roane, TN",2360111,2256805,2385322
47147,"Robertson, TN",2441460,2295039,2251803
47149,"Rutherford, TN",14454894,14815421,15589446
47151,"Scott, TN",512652,521889,516689
47153,"Sequatchie, TN",271501,264501,257140
47155,"Sevier, TN",3683122,3811975,3968523
47157,"Shelby, TN",56266780,56377138,56406750
47159,"Smith, TN",601325,691963,675200
47161,"Stewart, TN",779478,811513,720143
47163,"Sullivan, TN",6890324,6895748,6753407
47165,"Sumner, TN",6266313,6248590,6313663
47167,"Tipton, TN",1071174,1046650,1074062
47169,"Trousdale, TN",148932,171125,177284
47171,"Unicoi, TN",502807,497350,475361
47173,"Union, TN",268537,276210,286135
47175,"Van Buren, TN",94402,87058,88117
47177,"Warren, TN",1306551,1292185,1315086
47179,"Washington, TN",5137994,5215954,5401526
47181,"Wayne, TN",284936,293496,297716
47183,"Weakley, TN",1058579,1058556,1143805
47185,"White, TN",675671,647176,659195
47187,"Williamson, TN",20276005,20471973,21303499
47189,"Wilson, TN",4509939,4798160,4896567
48001,"Anderson, TX",1765053,1824416,1888278
48003,"Andrews, TX",5027278,4996133,5015055
48005,"Angelina, TX",2908550,3018807,3077484
48007,"Aransas, TX",608025,610615,640355
48009,"Archer, TX",336314,341038,338714
48011,"Armstrong, TX",49527,65290,64801
48013,"Atascosa, TX",4010600,4125654,4620153
48015,"Austin, TX",1248529,1326154,1359535
48017,"Bailey, TX",417674,416236,424805
48019,"Bandera, TX",344627,358480,377362
48021,"Bastrop, TX",1983676,2099633,2181750
48023,"Baylor, TX",155361,160414,164713
48025,"Bee, TX",773864,763400,788770
48027,"Bell, TX",14673843,14855513,15190059
48029,"Bexar, TX",90740405,95088795,96105465
48031,"Blanco, TX",334156,353189,383423
48033,"Borden, TX",482986,568830,854088
48035,"Bosque, TX",518396,523137,537403
48037,"Bowie, TX",3287142,3269678,3238755
48039,"Brazoria, TX",14867792,15386690,15115082
48041,"Brazos, TX",9124809,9502826,9739560
48043,"Brewster, TX",332492,356924,368162
48045,"Briscoe, TX",96724,105058,104986
48047,"Brooks, TX",368686,352634,342481
48049,"Brown, TX",1308890,1316704,1316807
48051,"Burleson, TX",1282825,1551554,1705424
48053,"Burnet, TX",1396173,1437725,1509642
48055,"Caldwell, TX",853827,907246,912817
48057,"Calhoun, TX",2768384,3370892,3458801
48059,"Callahan, TX",257316,290508,294710
48061,"Cameron, TX",9679631,9839678,10117293
48063,"Camp, TX",348146,348136,320178
48065,"Carson, TX",968991,986988,1030687
48067,"Cass, TX",738273,788018,814241
48069,"Castro, TX",919166,826892,787190
48071,"Chambers, TX",2797061,2853321,2448652
48073,"Cherokee, TX",1364127,1341057,1341960
48075,"Childress, TX",197306,200681,206766
48077,"Clay, TX",245872,249093,255186
48079,"Cochran, TX",406522,337161,404276
48081,"Coke, TX",132047,134974,126391
48083,"Coleman, TX",211220,215389,218520
48085,"Collin, TX",59054882,62749137,64095670
48087,"Collingsworth, TX",74195,75703,75877
48089,"Colorado, TX",854004,802009,833225
48091,"Comal, TX",5312858,5568360,5856949
48093,"Comanche, TX",367260,366649,412462
48095,"Concho, TX",104334,109370,120646
48097,"Cooke, TX",2880966,2551591,2325818
48099,"Coryell, TX",1522536,1515447,1479194
48101,"Cottle, TX",97405,91007,73373
48103,"Crane, TX",1204375,1025510,1152039
48105,"Crockett, TX",1738084,1344759,1282882
48107,"Crosby, TX",306116,290580,333870
48109,"Culberson, TX",1467437,1507337,2036365
48111,"Dallam, TX",882432,765482,764277
48113,"Dallas, TX",228808813,236981677,246512762
48115,"Dawson, TX",852083,909051,849434
48117,"Deaf Smith, TX",1835251,1746282,1578133
48119,"Delta, TX",109830,99319,100862
48121,"Denton, TX",30341121,31495454,33282512
48123,"DeWitt, TX",7481154,6586451,6501016
48125,"Dickens, TX",139218,138575,134036
48127,"Dimmit, TX",5669044,5432252,5917527
48129,"Donley, TX",147141,153317,140676
48131,"Duval, TX",404315,412608,401432
48133,"Eastland, TX",647276,814348,839457
48135,"Ector, TX",11178384,12904779,13506926
48137,"Edwards, TX",100919,97043,83509
48139,"Ellis, TX",5401006,5807118,5939989
48141,"El Paso, TX",27667837,28494753,29805366
48143,"Erath, TX",1348865,1418352,1501302
48145,"Falls, TX",352288,367577,374175
48147,"Fannin, TX",729577,808070,843912
48149,"Fayette, TX",1715777,1654650,1688455
48151,"Fisher, TX",210591,275851,262415
48153,"Floyd, TX",312384,297047,347472
48155,"Foard, TX",32216,45577,57242
48157,"Fort Bend, TX",25501334,27133965,28167815
48159,"Franklin, TX",443767,444896,415703
48161,"Freestone, TX",1802683,1286934,1326617
48163,"Frio, TX",1409808,1477657,1429979
48165,"Gaines, TX",3535454,3149967,3357767
48167,"Galveston, TX",15570739,15641021,16276531
48169,"Garza, TX",364411,339616,377387
48171,"Gillespie, TX",900648,946694,996822
48173,"Glasscock, TX",4176315,5069065,5864146
48175,"Goliad, TX",341456,334815,327035
48177,"Gonzales, TX",4888990,4730757,5246041
48179,"Gray, TX",1046952,1061843,1049981
48181,"Grayson, TX",4517559,4751598,4794754
48183,"Gregg, TX",6891953,7271119,7368823
48185,"Grimes, TX",1055186,1084945,1071838
48187,"Guadalupe, TX",5359557,5538906,7056072
48189,"Hale, TX",1163476,1189314,1325975
48191,"Hall, TX",76383,65931,87363
48193,"Hamilton, TX",220684,231843,240797
48195,"Hansford, TX",780078,697902,673167
48197,"Hardeman, TX",194030,202492,201599
48199,"Hardin, TX",1340594,1390869,1344905
48201,"Harris, TX",367138880,376949835,373087121
48203,"Harrison, TX",4417657,4498912,4383225
48205,"Hartley, TX",1061141,956699,920853
48207,"Haskell, TX",263856,313234,387575
48209,"Hays, TX",6302850,6734880,7222279
48211,"Hemphill, TX",1117862,917346,916225
48213,"Henderson, TX",1661215,1656474,1730667
48215,"Hidalgo, TX",19028886,19468939,19944793
48217,"Hill, TX",876123,936602,955514
48219,"Hockley, TX",2372625,2335107,2428387
48221,"Hood, TX",2080954,2262376,2429352
48223,"Hopkins, TX",1388115,1477385,1564821
48225,"Houston, TX",952620,972759,993323
48227,"Howard, TX",5359814,6766396,8363684
48229,"Hudspeth, TX",159625,179381,180132
48231,"Hunt, TX",4092195,4245870,4444498
48233,"Hutchinson, TX",7963716,6710439,7090427
48235,"Irion, TX",1830605,1544390,1976121
48237,"Jack, TX",679450,724116,580131
48239,"Jackson, TX",647196,694029,748894
48241,"Jasper, TX",961228,974354,959790
48243,"Jeff Davis, TX",73313,77052,77177
48245,"Jefferson, TX",20347594,20886563,22059368
48247,"Jim Hogg, TX",204379,197858,201787
48249,"Jim Wells, TX",1428729,1628474,1631965
48251,"Johnson, TX",6317234,6268076,6449549
48253,"Jones, TX",424897,414256,426608
48255,"Karnes, TX",12500167,11898936,12645963
48257,"Kaufman, TX",3092495,3244135,3450214
48259,"Kendall, TX",1814195,1935457,2005319
48261,"Kenedy, TX",289013,286875,354635
48263,"Kent, TX",429457,386920,373545
48265,"Kerr, TX",1726467,1844913,1930054
48267,"Kimble, TX",128835,143311,141558
48269,"King, TX",232993,206803,190305
48271,"Kinney, TX",113289,100885,105794
48273,"Kleberg, TX",1073969,1032654,1085078
48275,"Knox, TX",151469,160069,154983
48277,"Lamar, TX",2366710,2525512,2486515
48279,"Lamb, TX",819367,763958,743666
48281,"Lampasas, TX",426626,443835,464637
48283,"La Salle, TX",7355349,7111750,7656815
48285,"Lavaca, TX",1458479,1519141,1654694
48287,"Lee, TX",939524,916008,1061371
48289,"Leon, TX",962897,931998,919057
48291,"Liberty, TX",1885491,2058985,2105156
48293,"Limestone, TX",1389572,1499397,1537845
48295,"Lipscomb, TX",881376,784731,837531
48297,"Live Oak, TX",2122362,1943844,2483608
48299,"Llano, TX",681330,673119,688463
48301,"Loving, TX",6072790,7889531,9962411
48303,"Lubbock, TX",12059513,12388246,12570427
48305,"Lynn, TX",204738,226271,281316
48307,"McCulloch, TX",360452,379645,337888
48309,"McLennan, TX",11296371,11673697,11848374
48311,"McMullen, TX",3826026,3323269,3473650
48313,"Madison, TX",873118,803436,824426
48315,"Marion, TX",252151,262377,263754
48317,"Martin, TX",7052016,9182189,13387119
48319,"Mason, TX",120841,129245,127301
48321,"Matagorda, TX",2111878,1984714,2130224
48323,"Maverick, TX",1498143,1589461,1608240
48325,"Medina, TX",908241,955797,986697
48327,"Menard, TX",50511,54754,53363
48329,"Midland, TX",22083897,26448177,30777357
48331,"Milam, TX",903367,569848,611092
48333,"Mills, TX",143244,174631,190540
48335,"Mitchell, TX",515192,472913,459362
48337,"Montague, TX",1086777,971272,965999
48339,"Montgomery, TX",24616453,27031630,27859472
48341,"Moore, TX",2172830,2658965,3328078
48343,"Morris, TX",630326,672151,657428
48345,"Motley, TX",27663,29865,30896
48347,"Nacogdoches, TX",2610433,2630155,2556789
48349,"Navarro, TX",1401313,1505384,1520866
48351,"Newton, TX",445004,484212,516384
48353,"Nolan, TX",938081,922571,973510
48355,"Nueces, TX",18350464,19136531,19935184
48357,"Ochiltree, TX",1527744,1468386,1398079
48359,"Oldham, TX",359692,381143,336304
48361,"Orange, TX",3357685,3408727,3286754
48363,"Palo Pinto, TX",990507,1060239,1079213
48365,"Panola, TX",2662152,2630185,3033146
48367,"Parker, TX",4141384,4342338,4354517
48369,"Parmer, TX",1108079,1050100,1032223
48371,"Pecos, TX",2695629,3114728,4001420
48373,"Polk, TX",1221731,1217138,1265711
48375,"Potter, TX",7378525,7690110,7901598
48377,"Presidio, TX",227188,241518,238039
48379,"Rains, TX",178984,190531,197778
48381,"Randall, TX",3551220,3575846,3637769
48383,"Reagan, TX",5299988,5477054,6455797
48385,"Real, TX",63388,65432,66603
48387,"Red River, TX",268380,268980,288883
48389,"Reeves, TX",8373518,11453664,16109739
48391,"Refugio, TX",497970,478824,484000
48393,"Roberts, TX",1204216,902706,942163
48395,"Robertson, TX",3172283,2882044,3046148
48397,"Rockwall, TX",2981995,3209845,3483511
48399,"Runnels, TX",303778,311906,318513
48401,"Rusk, TX",2747452,2777706,2769577
48403,"Sabine, TX",214351,223582,216020
48405,"San Augustine, TX",865264,891620,1212939
48407,"San Jacinto, TX",319381,326856,356020
48409,"San Patricio, TX",2191281,2267866,2336277
48411,"San Saba, TX",160768,175161,179454
48413,"Schleicher, TX",168925,161512,190128
48415,"Scurry, TX",2463242,2417599,2404029
48417,"Shackelford, TX",261942,281783,271172
48419,"Shelby, TX",1435859,1489858,1441324
48421,"Sherman, TX",727136,623151,597860
48423,"Smith, TX",10037845,10520805,10889082
48425,"Somervell, TX",1132370,1223629,1170941
48427,"Starr, TX",1397051,1352247,1387854
48429,"Stephens, TX",542704,538849,560642
48431,"Sterling, TX",326957,308421,320490
48433,"Stonewall, TX",324256,288381,242357
48435,"Sutton, TX",395839,378508,350621
48437,"Swisher, TX",657370,670442,571428
48439,"Tarrant, TX",103724310,108409796,111665897
48441,"Taylor, TX",5588268,5866091,6079124
48443,"Terrell, TX",203139,153783,160459
48445,"Terry, TX",841381,783007,777079
48447,"Throckmorton, TX",159268,156319,115144
48449,"Titus, TX",2180197,1850520,1769032
48451,"Tom Green, TX",4937113,5364497,5653698
48453,"Travis, TX",103827155,109829318,114678235
48455,"Trinity, TX",227087,226716,238379
48457,"Tyler, TX",413261,401236,417686
48459,"Upshur, TX",810090,803147,855116
48461,"Upton, TX",6785955,6660653,8291570
48463,"Uvalde, TX",835269,816554,869584
48465,"Val Verde, TX",1562909,1555230,1594939
48467,"Van Zandt, TX",1105177,1129397,1128834
48469,"Victoria, TX",3944993,4145968,4105372
48471,"Walker, TX",1925602,1964298,1991487
48473,"Waller, TX",2187598,2307370,2598170
48475,"Ward, TX",3479874,4455701,5928199
48477,"Washington, TX",1475050,1636728,1752390
48479,"Webb, TX",12708793,12016656,12562847
48481,"Wharton, TX",1722294,1730007,1936733
48483,"Wheeler, TX",1237277,1006986,912127
48485,"Wichita, TX",5153944,5247095,5480299
48487,"Wilbarger, TX",691324,761120,797944
48489,"Willacy, TX",465028,534328,513654
48491,"Williamson, TX",19454645,20636198,22043948
48493,"Wilson, TX",969508,1048305,1193728
48495,"Winkler, TX",1318582,1841329,2394287
48497,"Wise, TX",3397039,3311339,3438374
48499,"Wood, TX",1753941,1727364,1731404
48501,"Yoakum, TX",3276921,3184302,3426395
48503,"Young, TX",896729,880075,874240
48505,"Zapata, TX",896599,853822,879421
48507,"Zavala, TX",1016893,904312,1039023
49001,"Beaver, UT",376708,337397,419707
49003,"Box Elder, UT",2149418,2176025,2306970
49005,"Cache, UT",4738827,5028835,5241528
49007,"Carbon, UT",1016880,1033391,1138829
49009,"Daggett, UT",158504,174874,132768
49011,"Davis, UT",13061671,13833407,14303118
49013,"Duchesne, UT",1164258,1116708,1155080
49015,"Emery, UT",896423,853705,932010
49017,"Garfield, UT",239300,239280,250021
49019,"Grand, UT",540098,572075,609264
49021,"Iron, UT",1425431,1576535,1701006
49023,"Juab, UT",380955,447232,482760
49025,"Kane, UT",306036,315980,319389
49027,"Millard, UT",807956,785465,828757
49029,"Morgan, UT",259745,278684,285871
49031,"Piute, UT",81194,85152,71661
49033,"Rich, UT",146114,151303,148732
49035,"Salt Lake, UT",78696986,83248540,86713524
49037,"San Juan, UT",505499,483379,506988
49039,"Sanpete, UT",786471,864661,816725
49041,"Sevier, UT",1139066,1159515,1187481
49043,"Summit, UT",2996954,3138999,3150354
49045,"Tooele, UT",1655372,1710492,1786767
49047,"Uintah, UT",1922518,1829419,1860884
49049,"Utah, UT",22691691,24827577,26983699
49051,"Wasatch, UT",857261,878409,969549
49053,"Washington, UT",5441977,5810996,6041044
49055,"Wayne, UT",94018,104526,108355
49057,"Weber, UT",9585341,9935880,10347584
50001,"Addison, VT",1541553,1564126,1579129
50003,"Bennington, VT",1502213,1528459,1543050
50005,"Caledonia, VT",1003149,999735,1005625
50007,"Chittenden, VT",10365454,10490791,10632821
50009,"Essex, VT",140965,138864,138075
50011,"Franklin, VT",1909215,1917373,1963786
50013,"Grand Isle, VT",187693,178245,188046
50015,"Lamoille, VT",1033607,1042062,1018478
50017,"Orange, VT",745557,752892,740394
50019,"Orleans, VT",952665,956840,979997
50021,"Rutland, VT",2384413,2351263,2352696
50023,"Washington, VT",3300306,3295636,3367064
50025,"Windham, VT",2095079,2065680,2052930
50027,"Windsor, VT",2346523,2344668,2354202
51001,"Accomack, VA",1507076,1557549,1582822
51007,"Amelia, VA",303986,261259,268156
51009,"Amherst, VA",745004,758910,735759
51011,"Appomattox, VA",264832,268322,262388
51013,"Arlington, VA",30886548,32080964,32930931
51017,"Bath, VA",197323,183505,217236
51019,"Bedford, VA*",1814700,1843730,1811923
51021,"Bland, VA",193882,207546,205737
51023,"Botetourt, VA",1099870,1139498,1156685
51025,"Brunswick, VA",750008,716114,715542
51027,"Buchanan, VA",1021166,1054989,1099109
51029,"Buckingham, VA",478315,503265,487257
51033,"Caroline, VA",685387,688540,673499
51036,"Charles City, VA",190940,193504,200759
51037,"Charlotte, VA",243589,234445,227662
51041,"Chesterfield, VA",14044803,14244887,14348174
51043,"Clarke, VA",451423,451177,442927
51045,"Craig, VA",89805,93070,91025
51047,"Culpeper, VA",1581018,1672951,1679918
51049,"Cumberland, VA",152065,142113,138125
51051,"Dickenson, VA",473679,485317,515326
51057,"Essex, VA",343694,347580,351770
51061,"Fauquier, VA",2449747,2595398,2516311
51063,"Floyd, VA",327922,355542,335294
51065,"Fluvanna, VA",846416,813178,814184
51067,"Franklin, VA",1387398,1410645,1387760
51071,"Giles, VA",446869,463204,445583
51073,"Gloucester, VA",784083,800164,811148
51075,"Goochland, VA",2081059,2032587,2273664
51077,"Grayson, VA",239468,271543,260007
51079,"Greene, VA",419126,421789,421735
51083,"Halifax, VA",1197978,1167507,1089647
51085,"Hanover, VA",5138376,5262917,5378892
51087,"Henrico, VA",25383730,26168420,26686265
51091,"Highland, VA",72324,67916,68674
51093,"Isle of Wight, VA",1397117,1371264,1267956
51097,"King and Queen, VA",126588,127197,127542
51099,"King George, VA",1737283,1764056,1822792
51101,"King William, VA",451799,458233,469472
51103,"Lancaster, VA",403444,409234,409913
51105,"Lee, VA",372803,375876,367913
51107,"Loudoun, VA",25098934,26619370,27268208
51109,"Louisa, VA",2024398,2052049,1983012
51111,"Lunenburg, VA",211262,211136,210841
51113,"Madison, VA",321880,338196,330903
51115,"Mathews, VA",183182,193611,199538
51117,"Mecklenburg, VA",884265,896249,901123
51119,"Middlesex, VA",347772,349040,345289
51125,"Nelson, VA",460559,487520,482176
51127,"New Kent, VA",433804,458223,496686
51131,"Northampton, VA",448568,453547,449593
51133,"Northumberland, VA",354856,377891,406156
51135,"Nottoway, VA",480718,463504,471813
51137,"Orange, VA",994156,1040893,1050074
51139,"Page, VA",584584,575950,595270
51141,"Patrick, VA",396887,383086,384345
51145,"Powhatan, VA",703233,712483,738854
51147,"Prince Edward, VA",639378,640226,651059
51155,"Pulaski, VA",1077476,1215552,1255179
51157,"Rappahannock, VA",317178,297245,294664
51159,"Richmond, VA",253726,270061,265206
51167,"Russell, VA",587726,635636,616876
51169,"Scott, VA",354916,379429,377405
51171,"Shenandoah, VA",1445101,1562105,1641286
51173,"Smyth, VA",925388,955623,947116
51179,"Stafford, VA",4940383,5131716,5183674
51181,"Surry, VA",1089133,992394,1006495
51183,"Sussex, VA",322710,320191,340831
51185,"Tazewell, VA",1145683,1182308,1133180
51187,"Warren, VA",1605543,1566361,1620127
51193,"Westmoreland, VA",411653,428106,432216
51197,"Wythe, VA",1531448,1453974,1307389
51510,"Alexandria (Independent City), VA",13547155,13665514,13368490
51550,"Chesapeake (Independent City), VA",8978339,9209104,9344726
51650,"Hampton (Independent City), VA",6108233,5986038,6044414
51700,"Newport News (Independent City), VA",11220606,11742199,12114711
51710,"Norfolk (Independent City), VA",19384990,18235054,17772146
51740,"Portsmouth (Independent City), VA",5277141,5189970,5472530
51760,"Richmond (Independent City), VA",19920987,20325610,20694025
51770,"Roanoke (Independent City), VA",6407459,6449434,6377991
51800,"Suffolk (Independent City), VA",3279468,3355724,3506623
51810,"Virginia Beach (Independent City), VA",19643682,19355916,19685107
51901,"Albemarle + Charlottesville, VA*",10396661,10712267,10735480
51903,"Alleghany + Covington, VA*",768153,788214,811717
51907,"Augusta, Staunton + Waynesboro, VA*",4617952,4670749,4707372
51911,"Campbell + Lynchburg, VA*",6317663,6714874,6754237
51913,"Carroll + Galax, VA*",877480,877994,849492
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2524565,2578009,2574955
51919,"Fairfax, Fairfax City + Falls Church, VA*",104464033,108747641,113780472
51921,"Frederick + Winchester, VA*",5773640,5920638,6050372
51923,"Greensville + Emporia, VA*",701307,755693,1206961
51929,"Henry + Martinsville, VA*",1925139,1943566,2009153
51931,"James City + Williamsburg, VA*",4625884,4684043,4746291
51933,"Montgomery + Radford, VA*",4743049,4910342,4763167
51939,"Pittsylvania + Danville, VA*",3085182,3157783,3166653
51941,"Prince George + Hopewell, VA*",3570328,3545937,3581002
51942,"Prince William, Manassas + Manassas Park, VA*",18365274,18763606,19239417
51944,"Roanoke + Salem, VA*",5546460,5660474,5554460
51945,"Rockbridge, Buena Vista + Lexington, VA*",1135712,1123561,1168656
51947,"Rockingham + Harrisonburg, VA*",7010731,7187876,7340930
51949,"Southampton + Franklin, VA*",651726,658918,723195
51951,"Spotsylvania + Fredericksburg, VA*",5485829,5653892,5705526
51953,"Washington + Bristol, VA*",3150315,3307188,3191437
51955,"Wise + Norton, VA*",1476296,1495564,1391533
51958,"York + Poquoson, VA*",2382028,2437228,2495154
53001,"Adams, WA",762229,878912,923667
53003,"Asotin, WA",590842,602739,610859
53005,"Benton, WA",10402338,10603373,10969021
53007,"Chelan, WA",4062732,4162104,4175503
53009,"Clallam, WA",2182802,2265142,2281222
53011,"Clark, WA",18115389,19227734,19842592
53013,"Columbia, WA",359502,344853,357570
53015,"Cowlitz, WA",4176237,4360515,4585917
53017,"Douglas, WA",1755422,1758799,1640444
53019,"Ferry, WA",190981,180489,179214
53021,"Franklin, WA",3376166,3569077,3725217
53023,"Garfield, WA",124539,139978,143783
53025,"Grant, WA",5603339,5602664,5218536
53027,"Grays Harbor, WA",2162210,2210750,2254969
53029,"Island, WA",2942919,2882675,2940564
53031,"Jefferson, WA",895004,947976,983896
53033,"King, WA",254627261,277727786,293178141
53035,"Kitsap, WA",10806173,11095961,11275707
53037,"Kittitas, WA",1510639,1577770,1633671
53039,"Klickitat, WA",1158963,1339667,1583910
53041,"Lewis, WA",2828956,2971704,3128591
53043,"Lincoln, WA",389026,415068,432953
53045,"Mason, WA",1365200,1497158,1476139
53047,"Okanogan, WA",1429356,1372123,1441381
53049,"Pacific, WA",634647,647232,661546
53051,"Pend Oreille, WA",534667,549006,532752
53053,"Pierce, WA",37109502,38833422,40008149
53055,"San Juan, WA",697858,726626,716828
53057,"Skagit, WA",6946349,7054651,7115536
53059,"Skamania, WA",271806,269602,245424
53061,"Snohomish, WA",43906371,45496815,45380868
53063,"Spokane, WA",21999228,23143399,23798009
53065,"Stevens, WA",976329,989860,990813
53067,"Thurston, WA",11559502,12276631,12511137
53069,"Wahkiakum, WA",76223,79086,83173
53071,"Walla Walla, WA",3252470,3284986,3245485
53073,"Whatcom, WA",11425803,12410945,13629262
53075,"Whitman, WA",2205617,2364898,2320680
53077,"Yakima, WA",9457958,9936789,10043074
54001,"Barbour, WV",411957,399913,418599
54003,"Berkeley, WV",3371132,3572204,3568921
54005,"Boone, WV",711143,707611,670569
54007,"Braxton, WV",292118,282435,286726
54009,"Brooke, WV",939128,949357,1023404
54011,"Cabell, WV",4378787,4486653,4519107
54013,"Calhoun, WV",114245,111631,111903
54015,"Clay, WV",122949,116354,119758
54017,"Doddridge, WV",1309015,1157683,1478549
54019,"Fayette, WV",1025480,1025299,1024217
54021,"Gilmer, WV",183579,181069,183047
54023,"Grant, WV",451963,416040,391569
54025,"Greenbrier, WV",1053766,1099655,1073935
54027,"Hampshire, WV",377843,379963,379825
54029,"Hancock, WV",1109261,1096534,1108227
54031,"Hardy, WV",442536,476659,526454
54033,"Harrison, WV",4114388,4385714,4377636
54035,"Jackson, WV",801532,1442786,944867
54037,"Jefferson, WV",1514903,1573228,1609123
54039,"Kanawha, WV",9818757,9885663,9747858
54041,"Lewis, WV",596603,676473,665325
54043,"Lincoln, WV",279913,240961,246754
54045,"Logan, WV",1218179,1304274,1306305
54047,"McDowell, WV",589067,570668,586172
54049,"Marion, WV",2259493,2234842,2268371
54051,"Marshall, WV",2775653,2993493,2848741
54053,"Mason, WV",667617,641520,714968
54055,"Mercer, WV",1554036,1538344,1548261
54057,"Mineral, WV",671133,704774,726940
54059,"Mingo, WV",707188,720000,661582
54061,"Monongalia, WV",6341218,6248899,6116729
54063,"Monroe, WV",189012,167417,169047
54065,"Morgan, WV",286505,296600,302883
54067,"Nicholas, WV",585013,593144,583478
54069,"Ohio, WV",3576622,3599197,3420746
54071,"Pendleton, WV",160626,133792,138189
54073,"Pleasants, WV",497696,466682,422536
54075,"Pocahontas, WV",245739,237198,241787
54077,"Preston, WV",692030,710510,683202
54079,"Putnam, WV",2480992,2710304,2592552
54081,"Raleigh, WV",2725348,2791925,2889597
54083,"Randolph, WV",785910,804026,817551
54085,"Ritchie, WV",647371,647212,731336
54087,"Roane, WV",265661,276478,282233
54089,"Summers, WV",194613,187546,190107
54091,"Taylor, WV",522240,513694,575134
54093,"Tucker, WV",308397,305014,292143
54095,"Tyler, WV",668961,597849,681423
54097,"Upshur, WV",696412,678415,700279
54099,"Wayne, WV",923473,961844,961678
54101,"Webster, WV",149537,153015,154672
54103,"Wetzel, WV",916144,830176,977845
54105,"Wirt, WV",62888,67641,61369
54107,"Wood, WV",3196403,3198632,3115737
54109,"Wyoming, WV",592208,605605,551634
55001,"Adams, WI",505872,516924,532566
55003,"Ashland, WI",663580,657888,674573
55005,"Barron, WI",1944367,2074333,1980728
55007,"Bayfield, WI",398512,417756,419615
55009,"Brown, WI",16365318,16938177,16948230
55011,"Buffalo, WI",442365,504924,448784
55013,"Burnett, WI",483545,476147,485969
55015,"Calumet, WI",1478651,1511348,1544541
55017,"Chippewa, WI",2493814,2587086,2698020
55019,"Clark, WI",1343432,1396691,1418479
55021,"Columbia, WI",2617204,2643395,2598307
55023,"Crawford, WI",704961,692081,679143
55025,"Dane, WI",38090057,39615075,40879006
55027,"Dodge, WI",3334601,3350475,3356258
55029,"Door, WI",1172655,1209599,1225342
55031,"Douglas, WI",1956738,1709864,1730178
55033,"Dunn, WI",1636615,1674493,1698717
55035,"Eau Claire, WI",5657612,5808447,5920439
55037,"Florence, WI",120028,113876,134261
55039,"Fond du Lac, WI",4714795,4776844,4844569
55041,"Forest, WI",301185,293540,283358
55043,"Grant, WI",2091972,2190685,2190118
55045,"Green, WI",1555960,1632332,1670052
55047,"Green Lake, WI",581672,599463,578742
55049,"Iowa, WI",956096,1009725,1022840
55051,"Iron, WI",167972,157687,163936
55053,"Jackson, WI",815773,871881,810108
55055,"Jefferson, WI",3279133,3198147,3263417
55057,"Juneau, WI",848965,843077,870455
55059,"Kenosha, WI",6439256,6412786,6404892
55061,"Kewaunee, WI",878435,863192,866477
55063,"La Crosse, WI",6603861,6762734,6859464
55065,"Lafayette, WI",555699,588323,572128
55067,"Langlade, WI",709157,704819,701086
55069,"Lincoln, WI",1318881,1249895,1231413
55071,"Manitowoc, WI",3749943,3650283,3690268
55073,"Marathon, WI",7578639,7802879,8151531
55075,"Marinette, WI",1790027,1866461,1866945
55077,"Marquette, WI",382355,402349,404332
55078,"Menominee, WI",141753,143357,149457
55079,"Milwaukee, WI",51341190,52470488,52958592
55081,"Monroe, WI",2127746,2210658,2140411
55083,"Oconto, WI",953238,973009,1001617
55085,"Oneida, WI",1513520,1604047,1560208
55087,"Outagamie, WI",11114102,11566243,11839511
55089,"Ozaukee, WI",4842185,4874533,4981660
55091,"Pepin, WI",252227,253603,258933
